Disease_Class,Geopolitical_Zone,Eco_Zone,Soil_Type,Rainfall_mm,Temperature_C,Relative_Humidity_Pct,Nitrogen_Level_ppm,Phosphorus_Level_ppm,Potassium_Level_ppm,Insect_Vector_Count,Leaf_Symptom_Severity
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Clay_Loam,1515.9,35.2,56.9,100.0,55.0,220.0,5,5
Bacterial_Wilt,North_West,Humid_Forest,Alluvial,1239.5,37.0,69.9,100.0,55.0,220.0,4,4
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Alluvial,1308.1,28.3,58.7,100.0,55.0,220.0,25,4
Nutrient_Deficiency,South_West,Sudan_Savanna,Lateritic,1010.4,33.1,61.5,10.4,8.2,46.0,1,3
Nutrient_Deficiency,North_East,Sudan_Savanna,Lateritic,782.3,29.4,60.0,14.7,10.3,40.3,3,2
Bacterial_Wilt,South_South,Humid_Forest,Clay_Loam,847.9,35.4,69.4,100.0,55.0,220.0,8,4
Fungal_Blight,South_West,Derived_Savanna,Clay_Loam,2031.3,31.6,90.8,90.0,45.0,180.0,4,5
Nutrient_Deficiency,South_East,Sudan_Savanna,Lateritic,939.6,34.4,48.0,16.0,6.9,56.6,1,3
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,1058.3,32.1,63.5,100.0,55.0,220.0,37,3
Nutrient_Deficiency,South_South,Derived_Savanna,Lateritic,897.6,30.2,59.2,15.9,13.3,63.4,2,3
Nutrient_Deficiency,North_East,Sudan_Savanna,Lateritic,1073.3,32.3,60.3,13.5,8.8,41.2,0,2
Fungal_Blight,South_South,Humid_Forest,Lateritic,1975.9,32.4,82.9,90.0,45.0,180.0,9,3
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Clay_Loam,888.7,31.7,63.4,100.0,55.0,220.0,32,3
Fungal_Blight,South_South,Derived_Savanna,Clay_Loam,1979.9,29.5,87.8,90.0,45.0,180.0,14,4
Bacterial_Wilt,North_East,Southern_Guinea_Savanna,Clay_Loam,1431.9,31.9,77.8,100.0,55.0,220.0,5,5
Healthy,North_West,Humid_Forest,Sandy_Loam,1515.1,22.7,53.1,74.3,40.6,155.8,1,1
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,1895.7,30.8,88.1,90.0,45.0,180.0,10,3
Nutrient_Deficiency,North_West,Derived_Savanna,Lateritic,623.9,35.7,76.2,22.6,9.7,47.4,1,2
Healthy,North_Central,Derived_Savanna,Alluvial,998.6,27.5,59.8,80.2,38.0,158.3,0,1
Healthy,South_South,Derived_Savanna,Alluvial,1439.1,24.7,65.9,62.5,44.4,148.2,1,1
Nutrient_Deficiency,North_West,Derived_Savanna,Clay_Loam,798.0,25.0,62.3,24.9,8.6,45.5,0,3
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2228.0,25.7,80.0,90.0,45.0,180.0,6,4
Healthy,South_West,Humid_Forest,Sandy_Loam,1289.8,28.4,58.1,67.4,35.3,157.4,0,1
Bacterial_Wilt,North_East,Humid_Forest,Alluvial,951.3,34.3,76.6,100.0,55.0,220.0,4,4
Fungal_Blight,South_West,Derived_Savanna,Clay_Loam,2230.5,31.8,86.3,90.0,45.0,180.0,3,5
Fungal_Blight,South_East,Humid_Forest,Alluvial,1993.9,25.8,92.1,90.0,45.0,180.0,12,5
Nutrient_Deficiency,North_East,Derived_Savanna,Sandy_Loam,750.6,29.1,59.2,19.5,6.4,70.0,1,2
Healthy,South_West,Southern_Guinea_Savanna,Sandy_Loam,1390.4,30.7,53.8,72.2,49.6,194.9,0,1
Viral_Mosaic,North_Central,Derived_Savanna,Alluvial,882.7,35.5,57.6,100.0,55.0,220.0,23,4
Fungal_Blight,South_West,Derived_Savanna,Sandy_Loam,2122.7,25.6,90.5,90.0,45.0,180.0,8,5
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Clay_Loam,1544.8,34.7,64.5,100.0,55.0,220.0,5,4
Bacterial_Wilt,South_East,Sudan_Savanna,Clay_Loam,1119.6,35.4,52.5,100.0,55.0,220.0,5,5
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Alluvial,1566.0,28.7,60.8,100.0,55.0,220.0,21,4
Bacterial_Wilt,North_Central,Derived_Savanna,Clay_Loam,898.9,32.1,68.6,100.0,55.0,220.0,5,4
Healthy,South_South,Humid_Forest,Sandy_Loam,1279.3,28.6,69.6,83.3,38.0,155.0,1,1
Healthy,North_West,Humid_Forest,Clay_Loam,1314.6,25.1,64.9,83.6,44.4,186.3,0,1
Healthy,South_West,Humid_Forest,Sandy_Loam,1870.4,26.5,49.7,60.0,42.6,112.9,1,1
Nutrient_Deficiency,North_East,Southern_Guinea_Savanna,Lateritic,667.5,32.4,47.6,14.3,8.9,42.0,1,4
Bacterial_Wilt,South_West,Derived_Savanna,Sandy_Loam,1071.9,34.6,68.7,100.0,55.0,220.0,5,5
Bacterial_Wilt,South_East,Sudan_Savanna,Lateritic,1697.7,34.1,77.7,100.0,55.0,220.0,5,4
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,983.4,29.9,62.6,100.0,55.0,220.0,26,3
Healthy,North_East,Derived_Savanna,Alluvial,1381.7,24.5,60.4,88.6,38.7,172.6,0,1
Healthy,North_Central,Humid_Forest,Sandy_Loam,1227.9,26.0,75.9,69.4,36.2,165.1,0,1
Healthy,South_South,Southern_Guinea_Savanna,Sandy_Loam,1578.2,28.6,55.3,91.5,31.9,165.5,0,1
Healthy,North_East,Humid_Forest,Sandy_Loam,1313.6,24.6,69.8,91.0,37.2,173.1,0,1
Healthy,South_East,Southern_Guinea_Savanna,Clay_Loam,1268.8,25.1,61.9,81.9,40.3,186.1,0,1
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,1920.9,32.5,88.6,90.0,45.0,180.0,9,4
Bacterial_Wilt,South_East,Sudan_Savanna,Clay_Loam,1426.3,35.6,68.5,100.0,55.0,220.0,6,4
Nutrient_Deficiency,North_Central,Southern_Guinea_Savanna,Lateritic,875.3,28.0,49.5,25.1,14.3,30.0,1,2
Fungal_Blight,South_South,Humid_Forest,Alluvial,2426.4,27.6,86.0,90.0,45.0,180.0,19,4
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2295.7,30.8,82.1,90.0,45.0,180.0,6,5
Viral_Mosaic,North_Central,Derived_Savanna,Alluvial,1048.5,28.6,69.4,100.0,55.0,220.0,28,3
Healthy,North_Central,Southern_Guinea_Savanna,Alluvial,1176.0,27.6,59.0,66.3,43.0,186.2,0,1
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2114.2,30.3,89.9,90.0,45.0,180.0,7,4
Fungal_Blight,South_West,Derived_Savanna,Alluvial,2090.4,27.3,92.1,90.0,45.0,180.0,11,4
Fungal_Blight,South_East,Humid_Forest,Lateritic,1846.2,27.9,90.3,90.0,45.0,180.0,9,5
Nutrient_Deficiency,South_West,Sudan_Savanna,Clay_Loam,689.2,31.7,55.8,21.7,7.5,49.1,1,2
Bacterial_Wilt,North_East,Southern_Guinea_Savanna,Clay_Loam,1397.3,33.1,62.0,100.0,55.0,220.0,5,4
Fungal_Blight,South_West,Humid_Forest,Alluvial,2119.3,28.3,88.3,90.0,45.0,180.0,8,5
Bacterial_Wilt,North_Central,Humid_Forest,Sandy_Loam,1031.4,36.3,78.8,100.0,55.0,220.0,3,4
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,1800.0,32.3,95.0,90.0,45.0,180.0,13,5
Bacterial_Wilt,North_East,Southern_Guinea_Savanna,Clay_Loam,665.7,37.0,63.3,100.0,55.0,220.0,6,4
Viral_Mosaic,North_Central,Derived_Savanna,Alluvial,830.2,31.8,81.1,100.0,55.0,220.0,15,3
Healthy,North_West,Southern_Guinea_Savanna,Sandy_Loam,1592.1,25.8,43.6,73.6,34.6,103.1,3,1
Fungal_Blight,South_East,Humid_Forest,Clay_Loam,1878.7,29.2,81.0,90.0,45.0,180.0,14,3
Healthy,North_East,Derived_Savanna,Sandy_Loam,1520.6,26.9,58.2,80.7,36.8,158.3,0,1
Nutrient_Deficiency,South_East,Sudan_Savanna,Lateritic,742.7,33.3,50.0,25.9,13.9,63.7,1,4
Fungal_Blight,South_South,Derived_Savanna,Clay_Loam,2041.6,29.4,85.0,90.0,45.0,180.0,6,3
Fungal_Blight,South_South,Humid_Forest,Alluvial,2050.8,25.1,84.0,90.0,45.0,180.0,7,3
Bacterial_Wilt,North_West,Humid_Forest,Clay_Loam,1264.1,31.4,86.3,100.0,55.0,220.0,3,4
Fungal_Blight,South_West,Derived_Savanna,Lateritic,1921.2,27.6,88.6,90.0,45.0,180.0,6,4
Bacterial_Wilt,North_Central,Derived_Savanna,Clay_Loam,1692.2,30.1,90.0,100.0,55.0,220.0,6,5
Bacterial_Wilt,North_East,Humid_Forest,Lateritic,660.3,33.5,55.0,100.0,55.0,220.0,6,5
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,1800.0,28.2,81.0,90.0,45.0,180.0,7,3
Bacterial_Wilt,North_Central,Southern_Guinea_Savanna,Clay_Loam,1213.8,33.4,86.5,100.0,55.0,220.0,4,5
Healthy,South_South,Derived_Savanna,Sandy_Loam,1492.8,31.3,70.0,62.9,37.6,123.3,1,1
Viral_Mosaic,North_Central,Derived_Savanna,Clay_Loam,600.0,34.5,60.5,100.0,55.0,220.0,29,2
Healthy,South_South,Humid_Forest,Sandy_Loam,1235.7,24.0,69.3,98.6,34.6,184.1,0,1
Bacterial_Wilt,South_West,Humid_Forest,Lateritic,1390.2,33.8,49.8,100.0,55.0,220.0,5,5
Nutrient_Deficiency,North_West,Southern_Guinea_Savanna,Lateritic,720.9,28.7,68.0,27.7,14.3,49.6,2,2
Bacterial_Wilt,North_Central,Humid_Forest,Alluvial,1498.2,34.3,64.3,100.0,55.0,220.0,5,4
Fungal_Blight,South_East,Humid_Forest,Clay_Loam,2312.1,30.3,87.6,90.0,45.0,180.0,9,3
Viral_Mosaic,North_West,Derived_Savanna,Sandy_Loam,1265.1,29.5,63.7,100.0,55.0,220.0,25,3
Healthy,North_East,Southern_Guinea_Savanna,Clay_Loam,1447.9,30.2,64.7,75.9,40.9,134.0,0,1
Fungal_Blight,South_South,Humid_Forest,Lateritic,2284.7,31.6,85.2,90.0,45.0,180.0,6,5
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,667.4,33.9,48.3,20.6,7.4,48.1,2,3
Viral_Mosaic,North_West,Derived_Savanna,Lateritic,758.0,26.9,46.7,100.0,55.0,220.0,36,4
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,1800.0,32.1,82.3,90.0,45.0,180.0,5,3
Nutrient_Deficiency,North_Central,Derived_Savanna,Sandy_Loam,889.0,31.8,52.6,18.4,7.5,40.2,0,3
Bacterial_Wilt,South_East,Humid_Forest,Clay_Loam,1073.0,33.8,63.3,100.0,55.0,220.0,5,5
Fungal_Blight,South_South,Derived_Savanna,Alluvial,1846.0,31.5,89.8,90.0,45.0,180.0,8,4
Healthy,South_South,Southern_Guinea_Savanna,Clay_Loam,1381.0,27.3,48.8,77.5,38.2,186.6,0,1
Bacterial_Wilt,North_West,Southern_Guinea_Savanna,Clay_Loam,1862.0,30.0,57.2,100.0,55.0,220.0,5,4
Fungal_Blight,South_East,Humid_Forest,Alluvial,1800.0,29.1,87.5,90.0,45.0,180.0,13,5
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,1012.5,31.9,56.5,10.2,6.1,45.2,2,3
Fungal_Blight,South_South,Humid_Forest,Alluvial,2045.5,27.8,89.0,90.0,45.0,180.0,6,3
Viral_Mosaic,South_West,Humid_Forest,Sandy_Loam,600.0,32.1,45.9,100.0,55.0,220.0,26,4
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Alluvial,977.6,33.6,73.1,100.0,55.0,220.0,31,4
Fungal_Blight,South_East,Humid_Forest,Sandy_Loam,2185.6,27.7,91.3,90.0,45.0,180.0,4,3
Healthy,South_West,Humid_Forest,Clay_Loam,1114.5,24.7,73.2,61.9,41.5,106.2,1,1
Fungal_Blight,South_East,Humid_Forest,Clay_Loam,2176.6,31.6,87.6,90.0,45.0,180.0,9,4
Nutrient_Deficiency,North_West,Southern_Guinea_Savanna,Lateritic,897.8,27.7,41.3,10.0,6.6,39.8,0,2
Nutrient_Deficiency,South_South,Derived_Savanna,Sandy_Loam,637.4,29.0,47.7,19.0,15.0,64.1,1,4
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,936.0,29.8,64.9,27.7,11.9,40.3,0,3
Fungal_Blight,South_East,Humid_Forest,Alluvial,1953.0,29.5,82.5,90.0,45.0,180.0,7,4
Healthy,South_South,Humid_Forest,Alluvial,1486.3,31.6,58.3,60.6,44.2,168.7,0,1
Healthy,South_East,Humid_Forest,Alluvial,1787.2,26.6,68.2,100.0,49.8,135.6,0,1
Fungal_Blight,South_East,Derived_Savanna,Sandy_Loam,2230.4,31.7,86.7,90.0,45.0,180.0,8,4
Nutrient_Deficiency,North_East,Derived_Savanna,Lateritic,600.0,30.4,71.4,25.7,14.0,49.9,0,2
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,1986.0,29.9,85.7,90.0,45.0,180.0,12,4
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,2800.0,29.3,86.9,90.0,45.0,180.0,7,3
Fungal_Blight,South_East,Derived_Savanna,Sandy_Loam,1800.0,32.0,86.2,90.0,45.0,180.0,6,4
Healthy,South_West,Derived_Savanna,Alluvial,1350.8,28.1,74.9,90.7,34.7,162.9,1,1
Bacterial_Wilt,North_Central,Sudan_Savanna,Clay_Loam,1224.5,33.8,67.8,100.0,55.0,220.0,3,5
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,2090.8,26.7,90.5,90.0,45.0,180.0,7,3
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2334.1,28.6,83.9,90.0,45.0,180.0,4,4
Fungal_Blight,South_West,Humid_Forest,Alluvial,1905.4,29.4,90.9,90.0,45.0,180.0,9,3
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2358.9,30.5,87.7,90.0,45.0,180.0,6,3
Bacterial_Wilt,North_East,Derived_Savanna,Clay_Loam,1675.8,33.1,73.6,100.0,55.0,220.0,5,4
Bacterial_Wilt,South_South,Humid_Forest,Clay_Loam,838.1,30.3,86.7,100.0,55.0,220.0,5,4
Healthy,North_East,Southern_Guinea_Savanna,Sandy_Loam,1441.5,26.2,51.0,74.5,36.7,161.7,1,1
Nutrient_Deficiency,North_West,Sudan_Savanna,Lateritic,691.3,31.5,58.1,26.6,12.6,51.2,4,2
Fungal_Blight,South_South,Humid_Forest,Alluvial,2066.3,27.6,82.6,90.0,45.0,180.0,5,4
Viral_Mosaic,South_West,Humid_Forest,Sandy_Loam,951.4,33.5,77.9,100.0,55.0,220.0,29,4
Nutrient_Deficiency,North_East,Southern_Guinea_Savanna,Lateritic,942.7,30.8,62.6,10.0,13.1,40.2,0,2
Healthy,North_Central,Southern_Guinea_Savanna,Alluvial,1117.9,24.8,60.0,71.9,36.4,165.3,0,1
Nutrient_Deficiency,South_East,Sudan_Savanna,Lateritic,779.2,30.0,65.7,22.3,9.2,70.0,1,3
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2086.9,29.2,86.8,90.0,45.0,180.0,6,4
Healthy,North_East,Derived_Savanna,Sandy_Loam,1716.8,28.3,66.1,86.4,39.7,166.0,0,1
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,1800.0,29.5,82.9,90.0,45.0,180.0,7,4
Fungal_Blight,South_South,Humid_Forest,Lateritic,2061.7,29.8,89.1,90.0,45.0,180.0,13,5
Nutrient_Deficiency,North_East,Derived_Savanna,Sandy_Loam,831.9,33.8,48.9,29.7,13.1,67.7,0,3
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2207.8,30.3,85.1,90.0,45.0,180.0,9,3
Fungal_Blight,South_East,Humid_Forest,Alluvial,2392.0,29.7,80.4,90.0,45.0,180.0,6,4
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Alluvial,1006.2,28.4,68.8,100.0,55.0,220.0,25,4
Healthy,South_South,Southern_Guinea_Savanna,Alluvial,1688.5,30.1,65.3,82.6,39.2,174.0,0,1
Bacterial_Wilt,South_West,Humid_Forest,Alluvial,1361.8,32.3,78.8,100.0,55.0,220.0,4,4
Nutrient_Deficiency,North_Central,Derived_Savanna,Sandy_Loam,678.2,29.0,48.8,18.7,15.0,33.5,2,3
Healthy,North_Central,Southern_Guinea_Savanna,Alluvial,1420.5,28.9,65.2,60.0,37.6,181.1,0,1
Healthy,North_Central,Humid_Forest,Sandy_Loam,1146.6,27.2,58.9,79.7,39.8,160.1,1,1
Bacterial_Wilt,South_South,Derived_Savanna,Clay_Loam,1034.0,33.0,65.3,100.0,55.0,220.0,4,5
Bacterial_Wilt,South_West,Humid_Forest,Clay_Loam,1571.1,35.6,59.2,100.0,55.0,220.0,3,4
Healthy,North_West,Humid_Forest,Sandy_Loam,1937.8,29.6,54.9,92.0,34.0,146.2,0,1
Viral_Mosaic,North_Central,Humid_Forest,Lateritic,943.1,27.8,65.8,100.0,55.0,220.0,24,4
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Alluvial,1291.7,33.1,53.4,100.0,55.0,220.0,26,3
Healthy,South_South,Southern_Guinea_Savanna,Clay_Loam,1206.3,26.0,57.0,75.3,48.8,155.1,0,1
Nutrient_Deficiency,North_East,Sudan_Savanna,Alluvial,607.7,31.2,51.1,22.0,15.0,48.4,1,3
Fungal_Blight,South_South,Derived_Savanna,Lateritic,2115.3,31.0,85.4,90.0,45.0,180.0,6,4
Viral_Mosaic,North_Central,Derived_Savanna,Alluvial,1243.0,32.7,66.5,100.0,55.0,220.0,23,3
Fungal_Blight,South_South,Humid_Forest,Lateritic,2334.7,25.9,81.0,90.0,45.0,180.0,7,4
Bacterial_Wilt,South_South,Sudan_Savanna,Clay_Loam,1575.2,31.8,71.9,100.0,55.0,220.0,5,4
Bacterial_Wilt,North_East,Sudan_Savanna,Clay_Loam,1332.7,30.0,60.5,100.0,55.0,220.0,5,4
Bacterial_Wilt,South_East,Sudan_Savanna,Clay_Loam,1588.0,32.4,75.4,100.0,55.0,220.0,3,5
Healthy,South_West,Derived_Savanna,Sandy_Loam,1430.9,31.1,63.4,82.4,48.8,191.1,2,1
Fungal_Blight,South_East,Derived_Savanna,Sandy_Loam,2023.7,31.0,90.4,90.0,45.0,180.0,3,3
Fungal_Blight,South_West,Derived_Savanna,Alluvial,2057.1,31.2,88.4,90.0,45.0,180.0,9,4
Healthy,South_West,Derived_Savanna,Clay_Loam,1534.1,28.5,72.0,81.9,46.8,149.0,1,1
Healthy,North_East,Humid_Forest,Sandy_Loam,1146.6,28.5,66.4,60.0,39.0,164.0,1,1
Nutrient_Deficiency,South_East,Southern_Guinea_Savanna,Sandy_Loam,723.2,32.7,46.5,23.4,7.5,46.9,0,3
Healthy,South_West,Derived_Savanna,Alluvial,1516.1,31.8,62.6,94.1,40.8,164.2,0,1
Healthy,South_East,Humid_Forest,Sandy_Loam,1379.0,28.1,69.3,77.7,30.0,138.8,1,1
Fungal_Blight,South_West,Humid_Forest,Clay_Loam,2556.5,29.0,85.8,90.0,45.0,180.0,10,4
Healthy,North_East,Derived_Savanna,Sandy_Loam,1398.0,27.7,60.4,98.2,34.7,159.6,0,1
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Clay_Loam,600.0,27.6,70.1,100.0,55.0,220.0,17,3
Fungal_Blight,South_South,Derived_Savanna,Alluvial,1985.6,26.4,93.3,90.0,45.0,180.0,7,5
Nutrient_Deficiency,South_West,Sudan_Savanna,Alluvial,789.7,37.8,49.7,22.6,11.1,45.5,2,3
Fungal_Blight,South_East,Humid_Forest,Alluvial,2374.0,29.4,86.5,90.0,45.0,180.0,4,4
Healthy,South_West,Humid_Forest,Sandy_Loam,805.7,30.7,63.8,77.5,40.2,220.0,0,1
Healthy,South_West,Derived_Savanna,Clay_Loam,1124.8,30.2,58.6,86.8,39.8,149.9,0,1
Fungal_Blight,South_South,Humid_Forest,Lateritic,2198.5,28.0,82.6,90.0,45.0,180.0,8,3
Viral_Mosaic,North_Central,Humid_Forest,Sandy_Loam,837.9,28.9,51.3,100.0,55.0,220.0,28,3
Nutrient_Deficiency,South_East,Sudan_Savanna,Sandy_Loam,953.9,34.7,62.4,16.5,6.8,43.5,1,3
Healthy,North_West,Southern_Guinea_Savanna,Sandy_Loam,1312.6,31.7,55.5,73.4,34.8,123.8,1,1
Fungal_Blight,South_East,Humid_Forest,Alluvial,1958.7,30.8,91.6,90.0,45.0,180.0,8,5
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Sandy_Loam,1468.4,25.9,65.7,100.0,55.0,220.0,29,4
Nutrient_Deficiency,North_Central,Southern_Guinea_Savanna,Lateritic,713.7,32.7,49.5,18.3,8.2,30.0,3,2
Fungal_Blight,South_West,Humid_Forest,Alluvial,1800.0,29.2,89.2,90.0,45.0,180.0,9,5
Bacterial_Wilt,North_West,Sudan_Savanna,Lateritic,1161.7,32.6,80.1,100.0,55.0,220.0,7,5
Healthy,South_East,Derived_Savanna,Alluvial,1440.6,29.0,71.1,81.5,36.3,191.7,0,1
Viral_Mosaic,North_Central,Derived_Savanna,Lateritic,1461.3,30.9,61.0,100.0,55.0,220.0,23,4
Bacterial_Wilt,South_South,Derived_Savanna,Lateritic,1298.6,30.0,82.5,100.0,55.0,220.0,3,4
Bacterial_Wilt,South_East,Southern_Guinea_Savanna,Clay_Loam,1471.9,33.4,60.0,100.0,55.0,220.0,4,5
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,2148.7,25.5,88.8,90.0,45.0,180.0,3,3
Bacterial_Wilt,South_South,Southern_Guinea_Savanna,Alluvial,892.2,32.6,68.7,100.0,55.0,220.0,8,5
Healthy,South_West,Humid_Forest,Sandy_Loam,1570.0,30.4,65.9,88.7,34.6,168.7,2,1
Healthy,North_Central,Derived_Savanna,Alluvial,900.2,27.0,61.3,87.2,46.1,190.4,1,1
Viral_Mosaic,South_West,Humid_Forest,Sandy_Loam,600.0,27.9,79.0,100.0,55.0,220.0,22,3
Fungal_Blight,South_South,Derived_Savanna,Clay_Loam,1800.0,29.0,85.2,90.0,45.0,180.0,12,5
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Clay_Loam,734.4,27.1,55.6,100.0,55.0,220.0,16,3
Fungal_Blight,South_South,Humid_Forest,Alluvial,2599.5,31.4,80.2,90.0,45.0,180.0,10,5
Bacterial_Wilt,South_West,Southern_Guinea_Savanna,Clay_Loam,1475.2,33.0,55.2,100.0,55.0,220.0,7,5
Fungal_Blight,South_West,Derived_Savanna,Alluvial,1949.7,31.3,80.3,90.0,45.0,180.0,9,4
Viral_Mosaic,North_West,Southern_Guinea_Savanna,Clay_Loam,901.6,33.0,66.8,100.0,55.0,220.0,30,3
Fungal_Blight,South_East,Humid_Forest,Alluvial,2337.3,28.6,87.4,90.0,45.0,180.0,9,3
Nutrient_Deficiency,South_East,Sudan_Savanna,Alluvial,871.8,26.2,47.4,19.0,7.6,53.0,1,3
Nutrient_Deficiency,North_West,Sudan_Savanna,Clay_Loam,983.9,31.1,44.4,20.5,11.2,31.0,1,2
Healthy,North_East,Humid_Forest,Sandy_Loam,1231.1,27.6,54.0,85.9,33.7,107.4,1,1
Healthy,North_East,Southern_Guinea_Savanna,Alluvial,1321.1,26.2,47.4,70.9,32.0,202.6,0,1
Viral_Mosaic,South_West,Southern_Guinea_Savanna,Alluvial,1046.5,28.8,64.4,100.0,55.0,220.0,35,3
Viral_Mosaic,South_West,Derived_Savanna,Lateritic,712.0,31.8,59.4,100.0,55.0,220.0,29,3
Healthy,South_South,Southern_Guinea_Savanna,Alluvial,1130.0,28.6,64.3,70.9,48.3,171.8,1,1
Healthy,South_West,Humid_Forest,Sandy_Loam,911.8,27.2,51.7,72.0,39.8,142.5,1,1
Bacterial_Wilt,South_West,Southern_Guinea_Savanna,Sandy_Loam,826.4,33.1,64.9,100.0,55.0,220.0,4,4
Bacterial_Wilt,South_West,Derived_Savanna,Clay_Loam,1612.7,32.2,84.8,100.0,55.0,220.0,3,5
Nutrient_Deficiency,South_East,Derived_Savanna,Lateritic,651.3,31.7,59.2,16.7,12.0,55.7,0,2
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,2011.3,26.9,82.7,90.0,45.0,180.0,6,3
Fungal_Blight,South_West,Derived_Savanna,Alluvial,2501.0,26.9,89.7,90.0,45.0,180.0,7,4
Healthy,South_South,Southern_Guinea_Savanna,Alluvial,1564.6,26.8,40.0,90.5,38.2,176.7,0,1
Healthy,South_East,Humid_Forest,Sandy_Loam,1428.5,28.4,64.8,82.9,42.2,187.7,0,1
Bacterial_Wilt,South_West,Humid_Forest,Clay_Loam,1745.4,34.4,70.2,100.0,55.0,220.0,5,5
Fungal_Blight,South_South,Humid_Forest,Clay_Loam,2071.5,28.8,86.5,90.0,45.0,180.0,5,4
Fungal_Blight,South_West,Humid_Forest,Sandy_Loam,2501.4,24.8,91.8,90.0,45.0,180.0,8,3
Bacterial_Wilt,South_East,Sudan_Savanna,Alluvial,1193.2,33.5,67.5,100.0,55.0,220.0,7,5
Fungal_Blight,South_West,Derived_Savanna,Clay_Loam,1960.1,28.2,88.0,90.0,45.0,180.0,9,4
Healthy,North_East,Humid_Forest,Alluvial,1510.6,27.1,74.7,80.7,40.8,139.1,0,1
Healthy,North_West,Humid_Forest,Alluvial,1171.9,33.6,59.6,60.0,38.4,188.1,1,1
Healthy,North_Central,Humid_Forest,Clay_Loam,1545.3,30.8,64.6,84.6,43.9,132.6,0,1
Bacterial_Wilt,South_West,Southern_Guinea_Savanna,Clay_Loam,1325.0,33.9,63.7,100.0,55.0,220.0,5,4
Healthy,South_West,Southern_Guinea_Savanna,Sandy_Loam,1476.9,28.0,70.5,60.0,32.0,160.4,1,1
Fungal_Blight,South_South,Derived_Savanna,Sandy_Loam,2417.2,28.3,88.2,90.0,45.0,180.0,9,4
Nutrient_Deficiency,North_Central,Sudan_Savanna,Sandy_Loam,836.9,29.1,64.6,18.2,5.0,51.8,2,3
Nutrient_Deficiency,North_Central,Sudan_Savanna,Lateritic,801.0,29.8,67.2,24.4,5.1,65.2,0,3
Nutrient_Deficiency,South_West,Southern_Guinea_Savanna,Sandy_Loam,801.5,31.0,48.3,12.5,9.0,45.3,1,3
Healthy,North_Central,Southern_Guinea_Savanna,Sandy_Loam,1498.6,31.7,67.5,72.8,33.6,100.0,1,1
Bacterial_Wilt,North_Central,Derived_Savanna,Clay_Loam,1180.3,34.7,81.7,100.0,55.0,220.0,2,5
Fungal_Blight,South_South,Humid_Forest,Sandy_Loam,1970.1,23.8,88.8,90.0,45.0,180.0,12,4
Healthy,South_West,Southern_Guinea_Savanna,Sandy_Loam,1321.3,32.0,63.0,93.2,45.0,174.8,0,1
Healthy,North_West,Southern_Guinea_Savanna,Sandy_Loam,1537.1,28.1,56.5,85.1,37.9,157.1,1,1
Bacterial_Wilt,North_Central,Derived_Savanna,Clay_Loam,1086.5,34.7,71.3,100.0,55.0,220.0,7,4
Bacterial_Wilt,South_West,Sudan_Savanna,Alluvial,600.0,32.5,67.6,100.0,55.0,220.0,11,5
Healthy,South_South,Southern_Guinea_Savanna,Clay_Loam,872.4,28.3,70.0,79.5,36.0,138.8,1,1
Viral_Mosaic,North_Central,Southern_Guinea_Savanna,Clay_Loam,1418.8,31.8,65.7,100.0,55.0,220.0,20,3
Fungal_Blight,South_West,Derived_Savanna,Sandy_Loam,1980.1,28.4,87.4,90.0,45.0,180.0,5,4
Nutrient_Deficiency,North_Central,Southern_Guinea_Savanna,Lateritic,805.6,28.4,58.7,23.5,8.3,38.9,1,3
