State,Latitude,Longitude,Temperature,Humidity,Soil_Moisture,Rainfall,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Disease_Class
Enugu,9.575276,3.746342,27.53,92.22,25.61,404.86,14.08,76.03,43.45,Fungal Blight
Enugu,9.002507,8.355844,36.4,58.67,46.79,69.7,42.55,94.02,93.72,Nutrient Deficiency
Ogun,5.124547,5.762818,37.88,45.95,16.39,104.55,78.08,28.82,49.82,Bacterial Wilt
Benue,5.308892,8.40275,21.91,67.86,40.55,82.96,43.2,99.51,82.23,Fungal Blight
Ogun,9.908208,8.237854,,44.72,50.73,387.24,74.37,79.61,93.45,Fungal Blight
Kebbi,7.568627,9.694665,37.11,93.32,46.55,54.24,43.25,75.39,97.69,Bacterial Wilt
Kaduna,12.755413,7.102861,37.25,42.13,33.16,394.66,48.09,42.5,90.85,Bacterial Wilt
Benue,8.159315,4.88911,21.76,81.44,47.97,230.51,60.75,59.12,38.57,Nutrient Deficiency
Kaduna,5.789533,8.792773,20.27,68.88,77.12,51.61,95.56,68.85,,Fungal Blight
Kaduna,10.93247,12.547333,22.9,60.27,24.42,210.66,19.8,65.83,83.12,Fungal Blight
Kaduna,7.140181,10.636141,37.93,43.62,55.84,124.72,12.96,73.45,85.35,Healthy
Enugu,9.229233,6.89123,23.24,74.22,13.04,299.76,64.72,17.41,11.37,Healthy
Kebbi,10.780495,13.758515,29.05,72.19,14.65,321.74,95.42,42.01,95.88,Healthy
Kebbi,12.602377,13.490387,35.27,55.45,48.63,245.01,99.08,49.06,,Viral Mosaic
Cross River,11.629721,5.407507,,,17.35,66.21,53.57,33.46,79.12,Bacterial Wilt
Kaduna,10.58725,3.453302,30.88,,11.56,312.45,52.13,25.54,17.34,Bacterial Wilt
Cross River,10.616699,11.52505,24.99,64.73,22.01,386.82,68.05,22.5,30.93,Healthy
Ogun,13.013322,12.517518,,69.91,49.54,338.13,60.01,42.97,96.6,Nutrient Deficiency
Ogun,7.162417,14.130443,25.1,45.51,59.23,381.98,67.07,54.41,55.06,Healthy
Enugu,4.510009,13.233119,32.36,91.27,24.17,130.2,88.66,15.67,45.81,Nutrient Deficiency
Ogun,6.947591,9.90615,,,56.78,405.56,,95.18,85.59,Fungal Blight
Enugu,6.461022,9.095602,23.99,44.44,22.77,178.88,54.72,78.87,17.86,Fungal Blight
Kebbi,10.456511,3.320172,20.63,61.3,52.94,55.36,51.57,75.78,47.52,Fungal Blight
,10.203404,5.836549,27.37,73.01,38.84,387.36,67.56,25.56,43.81,Nutrient Deficiency
Kaduna,9.841152,8.28557,25.21,68.25,55.77,426.73,,64.34,41.49,Fungal Blight
Kaduna,4.646191,10.227795,34.56,78.2,79.65,312.22,51.2,57.68,37.69,Viral Mosaic
Kaduna,11.059002,,34.41,43.05,75.65,142.57,11.47,98.42,28.91,Fungal Blight
Kebbi,7.411774,11.540314,28.23,55.65,10.3,150.7,25.67,77.29,25.56,Nutrient Deficiency
Kebbi,10.485504,6.21732,30.92,85.06,71.98,236.64,53.97,,,Fungal Blight
Enugu,9.509206,9.496955,30.88,,,409.13,84.04,86.57,92.75,Healthy
Kebbi,7.584578,,34.89,87.05,76.71,109.84,35.09,23.96,,Viral Mosaic
Kebbi,5.711186,7.757154,27.65,45.05,29.73,380.39,57.04,11.37,36.82,Healthy
Benue,5.34977,11.62685,24.96,85.89,36.74,166.52,41.05,72.12,24.32,Fungal Blight
Ogun,11.983665,10.97411,24.77,59.84,16.41,373.43,,18.85,84.71,Fungal Blight
Ogun,12.765578,14.392391,29.65,73.67,,418.11,,20.39,97.43,Viral Mosaic
Enugu,10.348092,6.195748,28.08,48.41,60.87,221.0,86.92,77.02,41.42,Bacterial Wilt
Cross River,5.430907,8.729177,27.92,43.64,76.1,196.02,,34.35,36.19,Viral Mosaic
Enugu,8.118245,6.7896,21.64,51.88,52.75,370.89,74.78,66.58,64.13,Healthy
Ogun,11.060453,8.066936,32.93,47.03,60.11,261.79,41.28,92.57,79.78,Healthy
Cross River,11.518388,12.854926,23.85,57.18,63.34,,99.54,38.48,50.99,Healthy
Kaduna,5.563968,10.868404,23.55,68.29,28.4,299.13,37.22,29.54,66.71,Fungal Blight
Kaduna,,13.148074,27.43,72.38,13.17,111.16,31.49,,74.49,Nutrient Deficiency
Benue,10.909233,5.340378,24.1,83.44,10.13,387.92,61.11,21.74,96.45,Fungal Blight
Enugu,7.709366,13.043653,30.51,76.09,34.55,128.31,85.16,15.6,24.85,Bacterial Wilt
Benue,6.790332,3.687266,26.69,73.48,26.9,422.91,27.33,17.89,99.76,Viral Mosaic
Kaduna,4.616077,13.218892,28.08,62.65,14.36,150.23,73.85,48.88,45.29,Viral Mosaic
Enugu,9.362695,6.784348,29.67,66.06,22.57,343.55,15.53,38.88,75.09,Viral Mosaic
Ogun,12.160357,6.617758,23.66,62.8,18.71,163.86,,73.59,61.52,Nutrient Deficiency
Benue,13.118685,8.889019,22.8,,74.04,177.11,17.3,88.32,,Healthy
Enugu,9.591705,13.817937,35.85,52.65,19.82,174.0,92.28,80.63,72.83,Nutrient Deficiency
Kebbi,9.130152,3.549486,27.81,40.31,47.64,349.16,54.17,57.76,45.62,Fungal Blight
Kaduna,5.265507,,27.42,75.82,51.52,272.73,50.33,,21.35,Viral Mosaic
Kebbi,9.439855,12.850578,20.64,51.14,48.04,403.18,97.6,73.88,54.0,Healthy
,7.919812,7.554626,28.96,88.96,16.93,172.95,99.13,42.65,56.97,Healthy
Ogun,,5.290304,29.98,87.25,32.32,326.8,68.52,17.71,28.17,Fungal Blight
Enugu,7.998537,7.885133,30.06,44.22,13.59,351.18,21.44,85.82,94.21,Healthy
Benue,6.662692,7.433854,32.73,45.85,37.7,110.59,55.56,40.44,30.47,Fungal Blight
Ogun,,13.527286,23.19,67.23,23.2,210.24,57.62,29.64,46.83,Nutrient Deficiency
Enugu,7.334266,11.762245,24.54,73.51,49.31,243.13,,88.43,23.94,Viral Mosaic
Enugu,5.369804,8.808829,34.59,55.12,58.5,192.27,61.25,91.19,58.22,Healthy
Kebbi,6.092073,14.366262,37.05,79.42,47.25,178.85,11.69,40.51,37.69,Healthy
Cross River,13.386025,8.350692,22.45,72.72,40.4,324.57,74.01,41.93,54.03,Bacterial Wilt
Kebbi,8.496932,3.669735,28.96,57.87,37.11,136.35,,62.17,30.22,Healthy
Cross River,9.286846,6.016155,23.86,41.4,68.92,333.76,20.39,,14.84,Fungal Blight
Kebbi,12.362567,8.014811,21.08,81.26,25.36,424.02,61.32,15.68,80.13,Fungal Blight
Cross River,13.46012,,25.86,51.81,61.4,276.08,61.15,,67.7,Viral Mosaic
Kaduna,9.74443,13.896999,22.59,85.9,63.02,294.57,71.42,95.75,40.67,Bacterial Wilt
Kaduna,11.812264,11.818762,32.78,63.12,39.34,77.57,17.69,33.59,14.27,Fungal Blight
Kaduna,7.442469,6.085303,29.61,71.74,30.81,395.79,66.39,91.79,87.9,Bacterial Wilt
Benue,7.251696,9.794252,22.59,88.01,42.94,,35.27,95.52,25.28,Fungal Blight
Cross River,8.124333,11.296665,20.17,87.5,16.52,296.02,55.63,34.22,93.77,Healthy
Enugu,10.552565,13.824708,34.55,,13.22,441.64,79.6,,53.07,Bacterial Wilt
Cross River,10.639725,13.138807,23.17,51.49,17.81,288.2,73.51,31.49,40.63,Fungal Blight
Ogun,7.337155,,30.91,82.63,23.1,339.88,20.7,76.39,76.76,Healthy
Ogun,5.698889,11.908505,26.06,,45.29,228.13,63.21,81.77,88.92,Healthy
Enugu,10.191566,9.464665,30.54,50.56,,74.15,97.22,32.25,43.36,Nutrient Deficiency
Benue,5.654933,9.356095,25.68,89.74,26.49,369.04,24.11,74.43,46.66,Healthy
Benue,9.706433,4.319533,21.56,50.9,75.46,64.0,,83.09,48.98,Fungal Blight
Ogun,,4.450583,24.01,41.42,76.84,330.26,73.23,42.27,,Viral Mosaic
Cross River,10.805503,9.089637,23.39,41.12,77.12,59.17,79.66,25.09,72.33,Fungal Blight
,11.281249,6.091908,27.7,74.23,68.63,394.92,35.38,18.28,32.29,Fungal Blight
Kebbi,12.355735,3.241924,31.85,76.39,35.47,113.05,,61.78,26.65,Healthy
Cross River,8.999631,11.312651,24.75,57.11,15.09,255.71,91.54,98.03,30.73,Healthy
Kaduna,11.072243,3.373596,20.22,57.6,,288.86,42.38,,33.72,Fungal Blight
Kebbi,10.072555,9.845684,29.34,58.67,49.11,233.02,15.67,49.23,30.72,Healthy
Benue,6.179759,9.200729,30.9,77.41,69.5,186.31,64.05,58.3,69.27,Nutrient Deficiency
Benue,4.731207,14.141369,37.33,43.2,79.72,237.13,21.23,35.16,20.43,Bacterial Wilt
Kebbi,7.060872,8.568451,30.61,91.1,45.57,174.57,81.69,24.68,44.86,Nutrient Deficiency
Kaduna,8.487303,3.731417,28.48,52.24,,225.25,67.76,53.39,66.25,Fungal Blight
Enugu,10.053953,9.344412,30.32,94.98,,193.57,88.73,51.72,36.18,Fungal Blight
Enugu,12.149634,12.672606,36.7,49.43,10.34,276.48,80.64,56.97,15.87,Nutrient Deficiency
Ogun,6.266211,14.463767,34.91,82.44,45.64,145.17,,95.75,17.36,Fungal Blight
Benue,5.629948,7.948946,25.81,52.29,48.89,,44.3,64.35,21.34,Healthy
Kebbi,13.17132,6.683436,24.27,44.45,67.75,250.35,79.71,64.52,85.23,Bacterial Wilt
Enugu,5.472401,13.426513,24.73,88.12,45.32,127.66,47.56,21.52,69.21,Viral Mosaic
Benue,8.80642,5.199284,29.08,87.23,,240.83,97.51,99.68,15.81,Bacterial Wilt
Ogun,9.770074,10.077433,33.39,62.2,53.97,396.57,76.22,79.56,45.2,Bacterial Wilt
Benue,9.37237,7.665716,29.06,78.63,68.82,58.72,11.39,88.95,35.07,Fungal Blight
Kebbi,5.274289,3.472447,21.22,70.64,20.38,321.82,89.2,47.29,62.02,Fungal Blight
Cross River,5.013242,6.993817,33.02,86.91,69.87,,19.07,55.19,,Fungal Blight
Cross River,5.449351,6.050128,34.51,57.33,57.26,117.82,22.65,,,Healthy
Kebbi,9.770289,10.890048,25.21,68.8,21.92,376.99,76.1,27.47,38.31,Fungal Blight
Kaduna,9.399104,13.911091,31.95,66.7,23.28,197.55,87.85,72.05,22.4,Bacterial Wilt
Enugu,6.603667,6.082543,27.68,59.46,74.86,,58.27,91.27,76.81,Viral Mosaic
Ogun,10.239967,12.331858,36.0,89.03,12.26,381.25,36.01,,89.19,Fungal Blight
Benue,11.880608,3.636638,35.21,49.12,42.38,305.41,41.62,17.77,94.97,Fungal Blight
Ogun,,9.188392,29.46,48.22,31.94,409.3,40.86,76.44,15.28,Healthy
Kebbi,8.983169,3.811326,32.45,71.73,56.56,301.95,39.4,34.59,76.59,Bacterial Wilt
Kaduna,10.703794,13.741379,35.9,76.16,68.77,346.33,31.86,66.15,75.39,Healthy
Kebbi,6.770807,11.81304,28.92,50.7,35.23,384.58,64.8,72.62,95.24,Healthy
Cross River,7.269938,10.566424,25.64,61.49,39.88,71.9,91.04,38.97,,Nutrient Deficiency
Benue,10.022741,12.474808,33.57,92.06,,360.42,37.64,83.36,,Healthy
Kaduna,12.581418,,23.96,53.56,64.87,295.48,26.8,59.5,14.92,Viral Mosaic
Ogun,11.78932,14.142861,26.99,76.76,72.8,77.8,85.47,88.21,66.81,Healthy
Kaduna,9.748172,11.210516,35.58,80.71,40.71,253.43,76.76,78.7,41.58,Viral Mosaic
Benue,11.071995,13.633574,33.04,64.65,26.39,82.98,93.78,88.17,79.2,Healthy
Ogun,7.783402,8.947017,27.27,91.56,38.83,344.38,24.9,11.81,87.7,Healthy
Kebbi,10.26869,4.346241,23.87,80.52,60.13,268.6,22.98,31.92,42.83,Viral Mosaic
Benue,8.695634,9.074044,26.41,65.19,17.66,431.43,58.73,18.1,57.3,Healthy
,6.209425,4.459038,25.11,71.31,28.93,123.25,65.3,49.79,20.57,Viral Mosaic
Kaduna,10.815644,9.813675,23.17,78.09,13.26,292.41,53.22,90.1,47.52,Fungal Blight
Kaduna,9.508182,8.54867,33.38,72.57,,134.63,63.91,,,Healthy
Benue,7.727594,10.159617,24.54,88.33,67.92,295.63,26.23,86.47,26.48,Nutrient Deficiency
Benue,12.702053,3.11554,28.18,59.63,11.73,339.06,53.17,39.45,,Viral Mosaic
Benue,4.688407,5.240666,26.95,56.49,57.27,338.92,69.23,,23.33,Viral Mosaic
Kebbi,7.341958,8.6503,,51.76,75.27,376.03,48.94,90.6,67.22,Healthy
Enugu,5.011933,13.930791,27.04,42.08,26.58,391.42,71.15,48.32,,Healthy
Benue,11.398746,7.411504,21.44,42.37,58.55,80.91,50.61,81.08,92.08,Viral Mosaic
Cross River,10.818967,,,87.85,78.26,187.31,40.02,31.3,81.39,Fungal Blight
Ogun,7.48217,11.219005,30.63,77.31,77.36,324.85,37.32,95.39,25.85,Healthy
Kebbi,10.580966,9.943617,30.79,76.33,26.45,249.43,46.98,61.71,83.57,Viral Mosaic
Kebbi,8.063435,6.437651,27.54,73.81,17.02,126.27,12.08,78.34,34.89,Healthy
Kebbi,11.306284,7.724389,27.77,86.71,20.38,271.08,70.17,18.06,93.02,Viral Mosaic
Kaduna,8.587653,5.503548,20.97,66.41,59.14,212.97,86.06,54.34,73.82,Healthy
Enugu,8.210518,14.109247,,87.87,60.8,206.02,,91.09,80.67,Bacterial Wilt
Kaduna,12.912569,4.502295,29.09,59.77,57.2,373.9,14.14,88.93,17.65,Bacterial Wilt
Enugu,6.757912,7.276123,22.69,90.97,33.53,213.04,98.81,14.21,62.45,Fungal Blight
Kaduna,5.584026,3.297148,21.87,78.43,21.88,60.58,33.73,37.33,83.9,Bacterial Wilt
Kebbi,9.760888,5.550464,22.22,54.14,50.65,73.23,21.4,49.9,87.54,Viral Mosaic
,13.223896,11.975418,,71.02,43.86,392.5,43.28,25.5,12.58,Fungal Blight
Benue,7.900553,5.313515,30.97,69.32,61.02,434.24,76.47,75.7,94.52,Healthy
Enugu,5.058331,3.920729,23.54,47.58,40.9,325.36,,,13.9,Viral Mosaic
Enugu,7.553747,8.456212,24.53,72.52,33.7,195.75,61.72,41.2,65.31,Bacterial Wilt
,9.053385,3.114646,23.12,57.31,30.54,425.44,47.4,69.7,72.4,Nutrient Deficiency
Benue,5.957307,3.974811,37.24,42.88,24.8,315.12,20.6,53.39,19.66,Fungal Blight
Cross River,10.42292,12.287697,35.38,92.18,,387.73,39.73,76.47,14.32,Nutrient Deficiency
,13.479745,,24.15,75.28,16.64,356.34,75.24,96.51,80.64,Bacterial Wilt
Kaduna,8.565655,13.524096,25.9,88.23,34.28,201.66,65.08,20.49,44.62,Healthy
Ogun,7.692557,12.826928,23.78,77.18,12.56,241.48,20.78,73.86,19.64,Bacterial Wilt
Enugu,8.106338,10.856519,28.85,59.63,23.05,124.45,24.7,30.73,78.64,Healthy
Enugu,5.536316,3.601828,20.35,68.2,62.27,166.81,67.67,47.3,86.42,Fungal Blight
Cross River,12.449462,12.002759,32.08,77.17,32.78,361.25,83.21,12.96,62.86,Healthy
Benue,,12.723374,29.42,92.81,56.78,407.59,41.45,22.23,24.51,Healthy
Enugu,7.98547,12.189445,36.18,53.95,60.18,339.78,63.58,38.78,11.37,Fungal Blight
Benue,10.437212,8.847509,22.96,88.12,50.68,236.07,25.36,40.78,73.07,Bacterial Wilt
Ogun,8.478301,5.678371,34.47,90.82,77.11,84.6,38.02,90.96,59.51,Bacterial Wilt
Kaduna,10.334101,12.721295,34.26,,11.5,72.78,11.82,76.76,68.57,Viral Mosaic
Kaduna,5.053017,11.362372,22.29,91.22,61.71,199.73,,97.5,83.19,Healthy
Kaduna,11.82351,14.278754,27.17,61.88,77.12,235.53,46.09,63.92,49.08,Healthy
Cross River,12.964536,4.790465,,92.42,70.36,293.65,83.45,31.75,21.21,Viral Mosaic
Ogun,10.338888,5.595143,24.58,78.65,21.75,52.6,73.75,39.49,94.6,Fungal Blight
Ogun,13.091093,,24.74,42.31,32.88,445.89,84.59,38.79,59.07,Fungal Blight
Enugu,5.862891,12.114207,30.01,89.88,,195.58,35.71,39.38,65.38,Fungal Blight
Kebbi,8.796746,5.149434,27.41,66.65,52.09,389.24,26.66,70.57,94.01,Healthy
Enugu,9.916261,3.766588,,65.32,59.85,263.99,97.47,57.77,93.84,Fungal Blight
Cross River,,14.483449,22.27,71.16,32.2,102.18,74.56,44.69,61.49,Nutrient Deficiency
Ogun,8.113156,3.285398,37.53,48.22,47.77,369.03,85.06,23.42,36.79,Healthy
Cross River,,12.605307,24.15,65.8,58.36,333.93,11.18,11.99,99.74,Healthy
Benue,5.641416,7.201719,33.91,85.71,39.49,260.97,41.9,29.7,71.27,Healthy
Enugu,8.025682,12.678578,26.1,40.85,69.78,255.82,76.85,19.67,46.76,Healthy
Kaduna,5.963947,9.378136,22.58,55.01,64.01,84.99,17.02,80.69,60.39,Healthy
Kebbi,11.109291,13.368759,35.44,40.14,14.53,312.34,61.06,20.12,47.43,Fungal Blight
Benue,6.379478,,25.56,62.86,,414.5,48.62,75.18,89.95,Viral Mosaic
Cross River,5.027088,3.104629,31.86,80.06,26.47,87.3,11.59,44.71,53.42,Bacterial Wilt
Enugu,9.471295,3.86724,30.2,83.93,49.03,,31.24,16.6,84.12,Fungal Blight
Benue,9.857068,,28.49,91.99,76.98,,35.63,83.15,85.62,Healthy
Cross River,12.347218,10.697127,28.92,73.47,71.53,163.74,20.07,62.17,84.19,Healthy
Cross River,9.692835,13.21513,33.18,54.0,38.32,,66.84,31.22,75.0,Healthy
Enugu,7.609328,8.289332,21.58,90.83,30.41,263.93,31.82,90.52,86.94,Healthy
Cross River,11.727107,9.980191,32.03,82.64,26.41,288.53,34.99,14.07,44.85,Healthy
,9.36251,5.167748,36.12,71.59,47.28,216.32,90.84,28.16,20.32,Fungal Blight
Benue,5.213523,12.257119,21.04,78.26,18.0,170.0,52.04,77.68,85.82,Viral Mosaic
Enugu,9.592655,14.124273,22.53,90.84,48.45,69.41,45.29,73.84,,Fungal Blight
Benue,12.672167,6.088888,32.9,118.94,10.09,347.71,75.15,36.03,,Nutrient Deficiency
Cross River,8.066814,8.690498,27.87,60.26,32.67,348.44,91.87,15.58,20.38,Bacterial Wilt
Enugu,7.166932,3.990335,27.26,79.22,25.4,318.29,12.25,87.23,24.33,Healthy
Enugu,,9.430072,22.47,42.22,77.99,307.45,50.34,,77.59,Healthy
Kaduna,5.86301,8.78201,29.12,61.25,60.91,147.49,64.97,27.61,73.98,Bacterial Wilt
Enugu,8.394943,4.66102,22.28,62.35,34.48,,38.67,56.45,28.34,Fungal Blight
Kaduna,9.861118,8.083761,59.91,49.18,16.5,373.49,79.52,91.92,,Fungal Blight
Kebbi,5.225539,6.842203,33.75,41.27,46.18,,97.43,13.92,,Bacterial Wilt
Kaduna,12.956117,9.001055,24.65,47.34,24.94,172.74,94.91,78.92,81.37,Fungal Blight
Enugu,11.296203,9.735025,28.65,76.0,47.55,90.77,33.94,61.52,,Healthy
Kebbi,9.779615,3.097699,37.86,,68.48,75.09,30.37,48.29,75.84,Nutrient Deficiency
Benue,,11.751569,32.36,94.35,53.11,189.55,96.17,76.97,44.32,Healthy
Kaduna,5.221681,11.199664,60.07,,54.37,371.89,51.28,96.92,,Bacterial Wilt
Kaduna,8.79155,7.212293,27.47,72.97,47.87,417.49,28.75,30.63,85.72,Healthy
Enugu,10.170838,3.608763,33.82,91.54,74.91,408.7,73.63,22.93,13.18,Bacterial Wilt
Enugu,11.957876,,20.73,49.19,75.23,,35.6,92.16,97.73,Viral Mosaic
Ogun,11.551226,13.984514,22.21,79.47,45.89,413.09,34.05,70.21,68.34,Fungal Blight
Enugu,6.993623,5.761743,23.66,81.52,31.4,260.89,89.13,49.42,48.92,Healthy
Kebbi,12.967922,6.720533,27.24,44.89,42.17,137.77,24.62,61.59,66.52,Fungal Blight
,5.619113,5.113848,35.22,87.37,23.06,369.22,,77.11,21.05,Bacterial Wilt
Benue,12.376203,9.634765,26.23,84.72,54.54,135.49,34.23,79.57,56.26,Bacterial Wilt
Kaduna,13.238462,4.780676,31.78,,45.01,156.88,,92.79,98.66,Fungal Blight
Cross River,6.094382,7.09623,32.77,45.01,17.23,143.3,21.08,48.42,31.17,Healthy
Kebbi,10.998595,11.01565,30.55,42.7,23.84,,52.44,,75.01,Viral Mosaic
Cross River,4.86257,9.441334,26.43,58.41,43.57,178.73,66.46,,49.15,Viral Mosaic
Enugu,8.148805,,30.39,68.01,72.13,111.66,86.39,47.42,68.72,Bacterial Wilt
Kaduna,9.14655,7.83287,26.16,69.28,,231.27,,63.51,28.44,Healthy
Enugu,9.725807,9.464275,21.51,54.72,57.71,,83.56,47.8,52.34,Healthy
Kaduna,12.923435,3.067444,37.87,90.14,33.73,278.22,31.14,23.77,,Fungal Blight
Benue,10.550256,3.902863,22.29,60.25,50.0,401.33,70.91,52.25,27.58,Healthy
Ogun,8.831502,13.134468,,42.51,41.32,128.35,48.76,72.18,67.28,Healthy
Cross River,11.787075,3.895608,35.81,56.51,56.14,116.79,20.32,81.94,61.8,Healthy
Ogun,13.054795,11.128241,25.43,69.21,13.54,280.23,74.28,54.4,60.85,Fungal Blight
Enugu,4.698595,13.580439,31.71,62.45,44.53,235.33,29.6,24.87,65.36,Bacterial Wilt
Cross River,,,25.92,55.06,30.72,314.07,25.9,47.32,55.2,Healthy
Cross River,5.275189,7.260652,27.05,47.22,32.83,367.85,42.25,80.77,11.52,Bacterial Wilt
Cross River,11.829481,9.542596,24.72,85.05,77.26,,68.8,47.16,91.01,Healthy
Enugu,7.023013,13.139653,26.17,94.79,22.79,426.9,31.06,72.69,84.43,Healthy
Ogun,5.689617,,27.39,,31.79,209.3,26.53,55.65,25.68,Bacterial Wilt
Kaduna,8.458701,11.504977,32.97,60.99,45.69,132.55,10.9,31.71,47.19,Healthy
Ogun,10.295609,3.996127,,73.99,70.41,270.37,52.45,81.65,,Healthy
Enugu,7.928567,10.695273,36.98,79.51,39.17,94.3,48.58,17.58,98.21,Bacterial Wilt
Enugu,4.991089,7.718493,20.75,61.56,62.07,165.54,31.05,57.24,95.6,Viral Mosaic
Kebbi,,8.413061,29.06,89.77,69.95,133.16,14.83,28.8,90.94,Fungal Blight
Benue,12.621629,3.565206,30.52,70.8,31.7,208.63,48.63,16.04,,Viral Mosaic
Cross River,7.948938,5.197215,36.56,64.77,37.49,94.49,80.94,55.26,92.3,Healthy
Ogun,6.446995,12.090906,20.88,75.57,34.96,62.74,74.38,54.96,89.06,Bacterial Wilt
Enugu,8.483196,8.220527,30.32,92.4,68.3,,87.47,73.62,43.93,Fungal Blight
Cross River,4.935264,,35.37,83.7,13.1,294.1,10.86,77.03,45.51,Viral Mosaic
Enugu,11.884388,7.416219,24.35,42.2,31.59,333.34,96.98,75.5,51.39,Bacterial Wilt
Kaduna,11.937067,12.825594,35.77,58.28,57.56,314.15,40.73,,69.06,Viral Mosaic
Enugu,9.792004,11.613489,20.34,65.88,49.58,95.72,99.14,66.85,33.48,Bacterial Wilt
Benue,,,33.18,57.3,40.54,166.43,32.74,,12.07,Nutrient Deficiency
Benue,11.69805,4.351271,36.8,78.51,47.8,101.81,52.44,47.94,22.71,Viral Mosaic
Benue,9.492183,5.89798,31.83,85.44,23.83,387.19,,63.75,49.61,Nutrient Deficiency
Kaduna,11.933391,13.588699,27.9,80.22,40.15,348.76,42.02,95.25,35.38,Viral Mosaic
Cross River,10.183129,9.688272,20.81,94.41,45.12,130.61,85.81,27.36,78.81,Viral Mosaic
Cross River,11.559649,9.135022,36.56,54.99,73.08,186.52,77.18,91.52,19.6,Viral Mosaic
Kebbi,9.887067,9.858526,28.47,88.12,28.26,436.65,99.29,14.81,92.57,Fungal Blight
Kaduna,,7.209325,20.52,82.16,70.75,,65.22,37.76,90.58,Viral Mosaic
Ogun,13.121513,12.281731,32.42,59.92,55.1,370.46,51.69,35.93,91.79,Healthy
Kaduna,9.370024,9.017792,28.67,80.38,11.42,155.84,18.11,66.37,76.56,Viral Mosaic
Kaduna,9.945806,4.342601,22.24,45.72,60.72,134.02,99.69,21.81,19.63,Nutrient Deficiency
Ogun,6.484389,4.484249,23.86,83.41,12.49,363.57,59.64,89.41,49.43,Healthy
Benue,,9.17388,21.16,69.28,79.82,324.35,73.04,,21.83,Fungal Blight
,9.644469,13.770558,30.34,56.08,71.08,322.39,46.61,68.69,98.89,Fungal Blight
Kebbi,6.163546,6.546049,31.2,76.07,30.81,271.05,,51.26,39.97,Healthy
Kaduna,5.036284,12.999723,29.1,75.29,28.02,275.43,94.83,93.97,62.68,Fungal Blight
Ogun,9.939234,11.787099,34.71,51.52,,344.28,24.98,84.77,,Fungal Blight
Ogun,11.37323,5.849843,35.5,41.67,34.93,158.0,36.31,54.94,92.86,Viral Mosaic
Ogun,9.210612,3.417919,31.08,63.85,36.06,191.11,23.69,73.17,78.0,Healthy
Ogun,6.540954,4.171244,20.23,71.32,32.28,398.65,81.3,61.02,70.71,Nutrient Deficiency
Enugu,10.498698,,32.51,88.21,53.48,173.55,15.58,62.91,51.94,Fungal Blight
Cross River,5.220952,5.296202,27.52,91.05,21.5,268.52,17.35,39.79,,Healthy
Benue,8.476503,7.269616,30.18,69.08,69.22,331.06,36.86,51.59,18.47,Viral Mosaic
Benue,5.970301,,31.68,81.46,66.87,449.97,56.28,17.03,89.55,Healthy
Benue,,11.342884,26.3,64.16,43.35,224.12,46.56,42.16,58.94,Healthy
Ogun,6.320646,4.302159,36.51,,69.69,221.24,14.03,72.62,13.61,Bacterial Wilt
Cross River,7.980364,7.673214,22.41,51.26,27.3,387.04,96.17,,92.79,Fungal Blight
,4.960352,8.578338,32.09,60.41,11.23,372.2,95.76,96.68,54.04,Fungal Blight
Cross River,8.080141,9.219511,20.08,74.88,53.34,342.43,35.14,60.02,88.17,Fungal Blight
Ogun,9.105367,12.411147,36.64,41.0,42.05,235.29,75.84,64.6,87.12,Fungal Blight
Cross River,8.849649,4.974299,22.03,79.74,49.7,179.58,62.07,26.71,83.42,Healthy
Enugu,7.945057,12.290062,21.71,85.95,72.95,293.49,31.37,72.58,15.53,Fungal Blight
Cross River,12.052319,10.968102,25.99,61.95,77.89,400.49,33.6,16.36,,Bacterial Wilt
Enugu,5.80794,9.392514,26.72,64.64,54.41,403.51,54.2,35.62,88.8,Fungal Blight
Benue,9.051271,11.044571,23.86,86.82,63.48,93.4,47.73,70.15,90.91,Nutrient Deficiency
Kebbi,5.058373,7.738204,30.53,82.66,15.87,221.34,36.21,,51.23,Viral Mosaic
Kaduna,5.140401,4.591572,27.97,55.85,21.25,235.89,82.68,14.49,49.6,Healthy
Ogun,9.664793,10.6563,20.62,57.82,61.32,,53.33,84.87,25.76,Fungal Blight
Cross River,,9.033732,25.75,77.34,40.2,321.2,,37.93,97.16,Fungal Blight
,12.402302,10.35281,34.59,70.98,41.22,212.9,27.03,15.68,29.18,Healthy
Benue,9.520863,6.886986,32.41,48.92,,60.42,58.02,16.73,,Viral Mosaic
Kaduna,13.138119,13.428966,33.05,57.05,52.51,276.15,38.62,32.66,69.47,Healthy
Enugu,4.938254,9.754753,32.57,,22.96,88.43,57.38,26.02,31.86,Viral Mosaic
Benue,5.382069,3.982129,25.6,77.85,53.88,383.78,80.27,79.69,94.49,Fungal Blight
Benue,4.896593,8.172746,,94.23,22.17,351.01,79.2,38.95,10.98,Fungal Blight
Ogun,,11.698095,24.9,82.19,14.47,234.2,41.88,82.42,10.52,Viral Mosaic
Benue,9.371431,12.132547,34.97,91.81,33.13,221.68,72.48,25.65,55.44,Healthy
Enugu,10.31015,8.687866,37.65,51.89,26.18,,94.72,54.36,53.93,Viral Mosaic
Ogun,4.910266,13.289597,28.89,82.43,72.23,165.38,66.31,71.92,24.7,Bacterial Wilt
