customer_id,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,tech_support,online_security,paperless_billing,num_support_tickets,satisfaction_score,churn
912,33,44,92.99,853.44,Month-to-month,Electronic check,DSL,No,Yes,Yes,2,5,0
913,71,70,108.23,919.06,Month-to-month,Electronic check,DSL,No,No,Yes,0,3,0
914,38,18,87.09,484.4,Two year,Mailed check,Fiber optic,No,No,No,1,1,0
915,28,22,45.82,4690.02,Month-to-month,Credit card,DSL,No,No,Yes,0,5,1
916,77,37,87.46,3465.96,Two year,Credit card,Fiber optic,No,No,No,4,2,0
917,54,56,49.67,4429.46,Month-to-month,Mailed check,No,No,No,No,4,1,1
918,53,59,91.84,4216.48,One year,Bank transfer,Fiber optic,Yes,No,Yes,3,5,0
919,52,3,115.4,2866.6,One year,Mailed check,Fiber optic,Yes,No,Yes,1,2,0
920,36,28,92.14,5452.04,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,4,1,1
921,37,35,106.29,6092.16,Two year,Mailed check,DSL,Yes,No,Yes,1,5,0
922,74,61,20.21,215.56,Month-to-month,Mailed check,Fiber optic,No,No,No,5,4,1
923,35,54,91.76,1737.21,Month-to-month,Mailed check,DSL,Yes,No,Yes,0,2,0
924,64,63,102.96,5734.56,One year,Credit card,DSL,No,Yes,Yes,3,4,0
925,58,7,24.06,3154.3,Month-to-month,Electronic check,Fiber optic,No,No,No,0,3,1
926,66,49,107.16,5333.62,One year,Mailed check,No,No,Yes,Yes,4,5,0
927,31,31,45.67,2841.01,Month-to-month,Credit card,DSL,No,No,No,1,5,0
928,32,58,86.53,3186.97,Month-to-month,Electronic check,Fiber optic,No,No,No,2,2,1
929,48,61,100.04,1353.56,Month-to-month,Electronic check,No,No,Yes,Yes,2,5,0
930,18,24,86.27,2140.03,Month-to-month,Mailed check,No,Yes,No,Yes,2,3,1
931,70,20,29.23,4882.75,Month-to-month,Bank transfer,Fiber optic,No,No,No,1,5,1
932,71,37,79.63,3521.99,One year,Bank transfer,DSL,Yes,No,No,2,1,0
933,71,4,74.96,6216.99,Two year,Bank transfer,No,No,No,Yes,3,4,0
934,20,20,110.03,6835.42,Two year,Mailed check,DSL,No,Yes,Yes,1,3,0
935,33,60,60.42,4379.01,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,2,3,1
936,40,24,52.11,6090.31,Month-to-month,Credit card,DSL,No,Yes,Yes,4,4,1
937,74,50,94.99,2524.55,Month-to-month,Credit card,Fiber optic,No,No,Yes,2,4,1
938,28,49,61.27,3378.27,Month-to-month,Credit card,DSL,No,No,Yes,1,3,1
939,29,51,84.61,5730.94,Month-to-month,Credit card,Fiber optic,No,Yes,Yes,0,4,1
940,27,36,84.65,3151.07,Month-to-month,Electronic check,DSL,No,No,Yes,2,2,1
941,49,66,108.8,4749.19,Month-to-month,Credit card,DSL,No,Yes,No,2,4,0
942,33,34,79.87,1564.44,Two year,Bank transfer,Fiber optic,No,No,No,2,1,0
943,25,36,70.22,4838.19,Month-to-month,Mailed check,No,No,Yes,Yes,2,1,1
944,55,6,33.89,6905.96,Month-to-month,Bank transfer,No,No,No,Yes,0,2,1
945,29,39,31.57,6962.25,Month-to-month,Credit card,DSL,No,Yes,Yes,3,4,1
946,41,42,35.43,5822.32,Month-to-month,Electronic check,Fiber optic,No,No,Yes,1,1,1
947,45,58,37.18,5991.45,Two year,Credit card,Fiber optic,No,No,No,3,5,0
948,70,12,83.79,4507.63,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,5,4,1
949,25,3,94.1,4718.88,Month-to-month,Bank transfer,DSL,No,No,No,4,2,1
950,75,18,73.0,1155.84,Month-to-month,Mailed check,Fiber optic,No,No,Yes,2,4,1
951,45,40,102.9,3606.49,Month-to-month,Mailed check,No,No,No,No,2,3,1
952,53,21,119.13,3661.13,Month-to-month,Mailed check,Fiber optic,No,No,Yes,5,3,1
953,43,15,102.0,7672.13,Two year,Bank transfer,Fiber optic,No,No,Yes,0,1,0
954,25,26,89.49,3505.59,Two year,Credit card,Fiber optic,Yes,Yes,Yes,2,3,0
955,75,8,73.25,4439.81,One year,Mailed check,DSL,No,Yes,No,4,2,1
956,77,42,64.89,4312.69,Month-to-month,Bank transfer,Fiber optic,No,No,No,6,1,1
957,67,44,28.44,5130.42,Two year,Electronic check,Fiber optic,Yes,No,No,0,2,0
958,45,14,59.94,6011.04,Month-to-month,Bank transfer,DSL,Yes,No,No,2,2,1
959,45,2,111.01,1877.83,Month-to-month,Electronic check,No,No,Yes,No,1,3,1
960,54,37,100.8,4276.92,One year,Bank transfer,DSL,No,No,Yes,1,3,0
961,58,69,41.61,6624.75,Month-to-month,Credit card,No,No,No,Yes,3,2,1
962,53,38,66.66,3758.61,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,3,3,1
963,44,41,101.67,2299.81,One year,Credit card,DSL,Yes,No,No,4,3,0
964,71,62,26.74,5272.2,Month-to-month,Bank transfer,Fiber optic,No,No,No,2,3,0
965,34,60,58.74,6607.76,One year,Mailed check,Fiber optic,No,No,Yes,4,4,0
966,26,14,105.18,598.81,Month-to-month,Electronic check,DSL,No,Yes,Yes,4,2,1
967,50,2,60.39,6236.64,Two year,Bank transfer,Fiber optic,No,No,No,4,5,1
968,70,70,27.76,6591.02,Two year,Mailed check,Fiber optic,Yes,No,Yes,3,2,0
969,37,17,74.25,3746.03,Two year,Electronic check,Fiber optic,No,Yes,Yes,3,1,0
970,30,28,106.17,7868.11,Month-to-month,Electronic check,DSL,Yes,No,No,3,3,1
971,45,66,79.03,6315.0,Month-to-month,Credit card,Fiber optic,No,Yes,No,1,3,0
972,65,35,42.63,6211.93,Month-to-month,Bank transfer,DSL,No,No,Yes,1,5,1
973,46,5,58.42,6007.92,Month-to-month,Electronic check,Fiber optic,Yes,No,No,3,1,1
974,30,65,65.01,1289.8,Month-to-month,Mailed check,DSL,Yes,No,No,6,4,1
975,63,40,77.93,1816.12,One year,Electronic check,No,Yes,Yes,No,0,2,0
976,52,56,95.94,3765.52,Month-to-month,Electronic check,Fiber optic,No,No,No,2,4,0
977,78,36,29.89,2185.63,Two year,Credit card,Fiber optic,No,No,Yes,2,1,0
978,23,45,108.97,3380.4,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,0,5,0
979,35,23,21.23,7118.87,Month-to-month,Mailed check,DSL,No,No,Yes,7,1,1
980,68,47,57.01,6612.18,Month-to-month,Credit card,DSL,Yes,No,Yes,3,5,0
981,22,31,22.74,5077.32,Two year,Electronic check,No,No,No,Yes,4,4,0
982,64,11,59.3,6879.15,One year,Electronic check,No,No,No,Yes,6,4,0
983,42,10,72.58,6291.8,Two year,Credit card,DSL,No,No,Yes,2,1,1
984,19,67,71.17,3488.98,Two year,Electronic check,Fiber optic,No,No,Yes,1,1,0
985,27,14,36.56,1688.41,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,2,3,1
986,73,10,84.57,4162.19,Month-to-month,Mailed check,Fiber optic,No,Yes,No,0,5,1
987,47,1,24.48,5916.21,Month-to-month,Credit card,DSL,No,No,Yes,1,3,1
988,67,5,96.19,3547.71,One year,Electronic check,DSL,No,No,Yes,1,2,0
989,76,20,114.66,5367.5,Month-to-month,Credit card,DSL,Yes,No,Yes,5,2,1
990,62,8,53.98,845.19,Month-to-month,Mailed check,No,Yes,No,Yes,2,1,1
991,22,43,71.72,6009.24,Two year,Credit card,Fiber optic,No,No,No,2,4,0
992,72,1,57.89,6520.44,Two year,Electronic check,Fiber optic,No,No,Yes,4,2,1
993,73,57,20.67,5684.02,One year,Credit card,No,No,No,Yes,1,2,0
994,50,64,58.59,7741.38,One year,Electronic check,Fiber optic,No,Yes,Yes,4,3,0
995,71,28,99.17,6630.55,One year,Electronic check,No,No,No,Yes,0,3,0
996,18,37,79.6,7234.44,Month-to-month,Electronic check,Fiber optic,No,No,Yes,5,2,1
997,35,47,30.13,7475.21,Month-to-month,Mailed check,DSL,No,No,Yes,0,1,1
998,49,37,104.71,6430.65,One year,Credit card,No,No,Yes,Yes,0,3,0
999,64,49,73.11,5426.64,One year,Mailed check,Fiber optic,No,Yes,No,2,2,0
1000,66,44,104.17,145.18,Month-to-month,Credit card,DSL,Yes,Yes,No,2,4,0
